symbol,company_name,security_id,exchange_segment,instrument,instrument_type,series,lot_size,listing_date,status,latest_date,latest_close,history_rows,avg_volume_50d,avg_traded_value_50d,liquidity_pass,risk_tier,liquidity_reason
VIKRAMSOLR,Vikram Solar,759453,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,201.09,178,2700735,545036014,True,LOW,PASS
VIKRAN,Vikran Engineering,758973,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,67.31,173,3009377,195935922,True,MEDIUM,PASS
VILAS,Vilas Transcore,23909,NSE_EQ,EQUITY,ES,SM,250,,ACTIVE,2026-05-18,355.95,484,51470,20921522,True,HIGH,PASS
VIMTALABS,Vimta Labs,13101,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,444.75,1238,256112,119617656,True,MEDIUM,PASS
VINATIORGA,Vinati Organics,17364,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1388.6,1238,95107,125254125,True,HIGH,PASS
VINCOFE,Vintage Coffee & Beverages,25835,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,126.03,388,1817436,243448524,True,MEDIUM,PASS
VINDHYATEL,Vindhya Telelinks,3694,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1604.1,1238,62079,87683168,True,HIGH,PASS
VIPIND,VIP Industries,3703,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,292.45,1238,409102,128800551,True,MEDIUM,PASS
VISHNU,Vishnu Chemicals,6908,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,579.2,1238,107924,59895291,True,HIGH,PASS
VIYASH,Viyash Scientific,14296,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,225.48,1238,871435,179729193,True,MEDIUM,PASS
VMART,V Mart Retail,29284,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,639.25,1238,2327679,1414028823,True,LOW,PASS
VOLTAMP,Voltamp Transformers,13577,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,9226.0,1238,78439,774369749,True,HIGH,PASS
VPRPL,Vishnu Prakash R Punglia,18343,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,37.46,667,2057012,82127763,True,HIGH,PASS
VRLLOG,VRL Logistics,8696,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,243.7,1239,168715,42987620,True,HIGH,PASS
VSSL,Vardhman Special Steels,27067,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,277.2,1239,153684,42975428,True,HIGH,PASS
VSTIND,VST Industries,3724,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,252.5,1238,626641,158646978,True,MEDIUM,PASS
WAAREEINDO,Indosolar,19959,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,381.7,148,108969,46453901,True,HIGH,PASS
WAAREERTL,Waaree Renewable Technologies,756038,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,933.8,271,780478,806326067,True,LOW,PASS
WABAG,VA Tech Wabag,20188,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1376.0,1239,413266,553211603,True,LOW,PASS
WALCHANNAG,Walchandnagar Industries,3736,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,233.99,1228,1394111,284244182,True,MEDIUM,PASS
WCIL,Western Carriers,25403,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,95.96,406,151559,14508389,True,HIGH,PASS
WEBELSOLAR,Websol Energy System,14602,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,100.55,1239,9877481,833829437,True,LOW,PASS
WEL,Wonder Electricals,7835,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,102.81,1135,2880266,240087835,True,MEDIUM,PASS
WELENT,Welspun Enterprises,11626,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,489.0,1238,263282,131386269,True,MEDIUM,PASS
WESTLIFE,Westlife Foodworld,11580,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,466.9,1238,161313,75769955,True,HIGH,PASS
WEWORK,WeWork India Management,759434,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,483.85,147,158006,76384902,True,HIGH,PASS
WHEELS,Wheels,3766,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,1590.6,1238,225468,283404754,True,MEDIUM,PASS
WINDMACHIN,Windsor Machines,24969,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,277.1,1238,110123,30422251,True,HIGH,PASS
WONDERLA,Wonderla Holidays,3002,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,479.7,1238,104827,54100905,True,HIGH,PASS
WSTCSTPAPR,West Coast Paper Mills,3799,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,466.4,1238,134239,63426054,True,HIGH,PASS
YATHARTH,Yatharth Hospital,17738,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,808.5,687,452430,334967333,True,MEDIUM,PASS
YATRA,Yatra Online,18760,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,93.82,651,3184154,346427030,True,MEDIUM,PASS
ZAGGLE,Zaggle Prepaid Ocean Services,18608,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,218.83,655,2584740,598502314,True,LOW,PASS
ZODIAC,Zodiac Energy,7138,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE,2026-05-18,281.75,1201,60698,19375851,True,HIGH,PASS
ZUARI,Zuari Agro Chemicals,29050,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,214.0,1238,217598,47398928,True,HIGH,PASS
ZUARIIND,Zuari Industries,3827,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE,2026-05-18,244.8,1238,75211,18778191,True,HIGH,PASS
